Шифра,Назив,Подручје рада,Школа - МБ,Школа - Назив,Школа - Место,Школа - Општина,Школа - Округ,Укупно места,Трајање,Језик,Тип профила,Специјализован,Спортски,Мин. бодова 1K,Преостало места 1K
PIPISB4K03S,Кулинарски техничар,"Трговина, угоститељство и туризам",07131569,Економска школа Пирот,Пирот,Пирот,Пиротски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.29,12
PIPISB4K16S,Туристички техничар,"Трговина, угоститељство и туризам",07131569,Економска школа Пирот,Пирот,Пирот,Пиротски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52.45,1
PIPISC4A07S,Ветеринарски техничар,"Пољопривреда, производња и прерада хране",07172419,"Млекарска школа са домом ученика ""Др Обрен Пејић""",Пирот,Пирот,Пиротски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,54.54,17
PIPISC3A23S,Пекар,"Пољопривреда, производња и прерада хране",07172419,"Млекарска школа са домом ученика ""Др Обрен Пејић""",Пирот,Пирот,Пиротски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,44.13,4
PIPISC3A26S,Прерађивач млека,"Пољопривреда, производња и прерада хране",07172419,"Млекарска школа са домом ученика ""Др Обрен Пејић""",Пирот,Пирот,Пиротски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,44.84,4
PIPISC4A12S,Техничар за биотехнологију,"Пољопривреда, производња и прерада хране",07172419,"Млекарска школа са домом ученика ""Др Обрен Пејић""",Пирот,Пирот,Пиротски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,53.82,28
PIPISE3P03S,Педикир - маникир,Остала делатност личних услуга,06944272,Средња стручна школа,Пирот,Пирот,Пиротски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,41.69,1
PIPISE4F01S,Техничар за полимере,"Хемија, неметали и графичарство",06944272,Средња стручна школа,Пирот,Пирот,Пиротски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.77,9
POVPGA4R01S,Друштвено - језички смер,Гимназија,07164173,Гимназија,Велика Плана,Велика Плана,Подунавски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,56.34,24
POVPGA4R31S,Ученици са посебним способностима за рачунарство и информатику,Гимназија,07164173,Гимназија,Велика Плана,Велика Плана,Подунавски управни округ,20,4,Српски,Редовнo,ДА,НЕ,200.88,13
POVPSB3K07S,Конобар,"Трговина, угоститељство и туризам",07353090,"Економско-угоститељска школа ""Вук Караџић""",Велика Плана,Велика Плана,Подунавски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,37.78,4
