Шифра,Назив,Подручје рада,Школа - МБ,Школа - Назив,Школа - Место,Школа - Општина,Школа - Округ,Укупно места,Трајање,Језик,Тип профила,Специјализован,Спортски,Мин. бодова 1K,Преостало места 1K
SRZRSF3E50S,Сервисер термичких и расхладних уређаја,Електротехника,08158177,"Електротехничка и грађевинска школа ""Никола Тесла""",Зрењанин,Зрењанин,Средњобанатски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,44.96,2
SRZRGA4R03M,Општи тип,Гимназија,08069107,Зрењанинска гимназија,Зрењанин,Зрењанин,Средњобанатски управни округ,30,4,Мађарски,Редовнo,НЕ,НЕ,79.25,24
SRZRSC4O13M,Медицинска сестра - техничар,Здравство и социјална заштита,08097194,Медицинска школа,Зрењанин,Зрењанин,Средњобанатски управни округ,30,4,Мађарски,Редовнo,НЕ,НЕ,58.37,8
SRZRSG3C21S,Руковалац постројењима за добијање нафте и гаса,"Геологија, рударство и металургија",08069212,Техничка школа ,Зрењанин,Зрењанин,Средњобанатски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,42.87,13
SRZRSG3D82S,Механичар моторних возила,Машинство и обрада метала,08069212,Техничка школа ,Зрењанин,Зрењанин,Средњобанатски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,41.04,4
SRZRSE3A23S,Пекар,"Пољопривреда, производња и прерада хране",08113670,"Хемијско-прехрамбена и текстилна школа ""Урош Предић"" ",Зрењанин,Зрењанин,Средњобанатски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,38.52,3
SRZRSE4A10S,Прехрамбени техничар,"Пољопривреда, производња и прерада хране",08113670,"Хемијско-прехрамбена и текстилна школа ""Урош Предић"" ",Зрењанин,Зрењанин,Средњобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.3,26
SRZRSE4F34S,Техничар за заштиту животне средине,"Хемија, неметали и графичарство",08113670,"Хемијско-прехрамбена и текстилна школа ""Урош Предић"" ",Зрењанин,Зрењанин,Средњобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.2,7
SRZRSE4F01S,Техничар за полимере,"Хемија, неметали и графичарство",08113670,"Хемијско-прехрамбена и текстилна школа ""Урош Предић"" ",Зрењанин,Зрењанин,Средњобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,,30
SRZRSE4F35S,Техничар за хемијску и фармацеутску технологију,"Хемија, неметали и графичарство",08113670,"Хемијско-прехрамбена и текстилна школа ""Урош Предић"" ",Зрењанин,Зрењанин,Средњобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.86,3
SRNCMA4L01S,Економски техничар,"Економија, право и администрација",08013535,"Средња школа ""Ђура Јакшић""",Српска Црња,Нова Црња,Средњобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.27,17
SRNCMA3K06S,Трговац,"Трговина, угоститељство и туризам",08013535,"Средња школа ""Ђура Јакшић""",Српска Црња,Нова Црња,Средњобанатски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,40.2,14
SRNBMA4R03S,Општи тип,Гимназија,08057907,Средња школа,Нови Бечеј,Нови Бечеј,Средњобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,54.57,8
SRNBMA4E26S,Техничар мехатронике,Електротехника,08057907,Средња школа,Нови Бечеј,Нови Бечеј,Средњобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52.58,17
SRNBMA3D82S,Механичар моторних возила,Машинство и обрада метала,08057907,Средња школа,Нови Бечеј,Нови Бечеј,Средњобанатски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,39.22,4
SRNBMA3G17S,Модни кројач,Текстилство и кожарство,08057907,Средња школа,Нови Бечеј,Нови Бечеј,Средњобанатски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,39.52,15
SRSEMA4R03S,Општи тип,Гимназија,08018936,"Средња школа ""Вук Караџић""",Сечањ,Сечањ,Средњобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52.68,17
SRSEMA4L01S,Економски техничар,"Економија, право и администрација",08018936,"Средња школа ""Вук Караџић""",Сечањ,Сечањ,Средњобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,58.71,14
SRSEMA3D82S,Механичар моторних возила,Машинство и обрада метала,08018936,"Средња школа ""Вук Караџић""",Сечањ,Сечањ,Средњобанатски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,44.99,5
SMINGA4R01S,Друштвено - језички смер,Гимназија,08111634,Гимназија,Инђија,Инђија,Сремски управни округ,60,4,Српски,Редовнo,НЕ,НЕ,50.07,16
SMINSC3P13S,Фризер,Остала делатност личних услуга,08656550,"Средња школа ""Др Ђорђе Натошевић""",Инђија,Инђија,Сремски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,38.29,4
SMINSC3G17S,Модни кројач,Текстилство и кожарство,08656550,"Средња школа ""Др Ђорђе Натошевић""",Инђија,Инђија,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,39.05,9
SMINSC3G28S,Индустријски кројач,Текстилство и кожарство,08656550,"Средња школа ""Др Ђорђе Натошевић""",Инђија,Инђија,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,,15
SMINSC3K07S,Конобар,"Трговина, угоститељство и туризам",08656550,"Средња школа ""Др Ђорђе Натошевић""",Инђија,Инђија,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,51.65,13
SMINSC4K16S,Туристички техничар,"Трговина, угоститељство и туризам",08656550,"Средња школа ""Др Ђорђе Натошевић""",Инђија,Инђија,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52.27,2
SMINSB3E19S,Електричар,Електротехника,08004056,"Техничка школа ""Михајло Пупин""",Инђија,Инђија,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,38.1,3
SMINSB3E50S,Сервисер термичких и расхладних уређаја,Електротехника,08004056,"Техничка школа ""Михајло Пупин""",Инђија,Инђија,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,43.17,9
SMINSB3D22S,Бравар - заваривач,Машинство и обрада метала,08004056,"Техничка школа ""Михајло Пупин""",Инђија,Инђија,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,43.94,7
SMINSB3D50S,Оператер машинске обраде резањем,Машинство и обрада метала,08004056,"Техничка школа ""Михајло Пупин""",Инђија,Инђија,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,48.37,10
SMIRSA4A30S,Виноградар - винар,"Пољопривреда, производња и прерада хране",08905908,"Средња стручна школа ""Борислав Михајловић-Михиз""",Ириг,Ириг,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,68.5,27
SMIRSA4K03S,Кулинарски техничар,"Трговина, угоститељство и туризам",08905908,"Средња стручна школа ""Борислав Михајловић-Михиз""",Ириг,Ириг,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.57,3
SMPESA4L16S,Финансијско - рачуноводствени техничар,"Економија, право и администрација",08126356,"Техничка школа ""Миленко Веркић Неша""",Пећинци,Пећинци,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,54.59,13
SMPESA4E26S,Техничар мехатронике,Електротехника,08126356,"Техничка школа ""Миленко Веркић Неша""",Пећинци,Пећинци,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,59.4,14
SMPESA3D23S,Индустријски механичар,Машинство и обрада метала,08126356,"Техничка школа ""Миленко Веркић Неша""",Пећинци,Пећинци,Сремски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,46.04,14
SMPESA3K06S,Трговац,"Трговина, угоститељство и туризам",08126356,"Техничка школа ""Миленко Веркић Неша""",Пећинци,Пећинци,Сремски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,63.17,26
SMRUGA4R01S,Друштвено - језички смер,Гимназија,08196109,"Гимназија ""Стеван Пузић""",Рума,Рума,Сремски управни округ,60,4,Српски,Редовнo,НЕ,НЕ,51.87,18
SMRUGA4R03S,Општи тип,Гимназија,08196109,"Гимназија ""Стеван Пузић""",Рума,Рума,Сремски управни округ,60,4,Српски,Редовнo,НЕ,НЕ,54.98,15
SMRUSD3P13S,Фризер,Остала делатност личних услуга,08196117,"Средња стручна школа ""Бранко Радичевић""",Рума,Рума,Сремски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,47.19,6
SMRUSD4G12S,Техничар моделар одеће,Текстилство и кожарство,08196117,"Средња стручна школа ""Бранко Радичевић""",Рума,Рума,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,55.35,22
SMRUSD3K07S,Конобар,"Трговина, угоститељство и туризам",08196117,"Средња стручна школа ""Бранко Радичевић""",Рума,Рума,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,48,7
SMRUSB4A07S,Ветеринарски техничар,"Пољопривреда, производња и прерада хране",08026424,"Средња стручна школа ""Стеван Петровић-Бриле""",Рума,Рума,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.47,8
SMRUSB3A28S,Месар,"Пољопривреда, производња и прерада хране",08026424,"Средња стручна школа ""Стеван Петровић-Бриле""",Рума,Рума,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,51.39,12
SMRUSB3A23S,Пекар,"Пољопривреда, производња и прерада хране",08026424,"Средња стручна школа ""Стеван Петровић-Бриле""",Рума,Рума,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,49.38,11
SMRUSB4A03S,Пољопривредни техничар,"Пољопривреда, производња и прерада хране",08026424,"Средња стручна школа ""Стеван Петровић-Бриле""",Рума,Рума,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,54.56,14
SMRUSC3E19S,Електричар,Електротехника,08026416,"Средња техничка школа ""Миленко Брзак - Уча""",Рума,Рума,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,56.59,5
SMRUSC3E50S,Сервисер термичких и расхладних уређаја,Електротехника,08026416,"Средња техничка школа ""Миленко Брзак - Уча""",Рума,Рума,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,45.39,10
SMRUSC3D22S,Бравар - заваривач,Машинство и обрада метала,08026416,"Средња техничка школа ""Миленко Брзак - Уча""",Рума,Рума,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,49.72,10
SMRUSC4D06S,Машински техничар за компјутерско конструисање,Машинство и обрада метала,08026416,"Средња техничка школа ""Миленко Брзак - Уча""",Рума,Рума,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.49,3
SMRUSC3D82S,Механичар моторних возила,Машинство и обрада метала,08026416,"Средња техничка школа ""Миленко Брзак - Уча""",Рума,Рума,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,39.91,4
SMSMSB4L16S,Финансијско - рачуноводствени техничар,"Економија, право и администрација",08015791,"Економска школа ""9. Мај""",Сремска Митровица,Сремска Митровица,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,56.63,8
SMSMGA4R01S,Друштвено - језички смер,Гимназија,08195242,Митровачка гимназија,Сремска Митровица,Сремска Митровица,Сремски управни округ,60,4,Српски,Редовнo,НЕ,НЕ,60.21,18
SMSMGA4R03E,Општи тип - енглески језик,Гимназија,08195242,Митровачка гимназија,Сремска Митровица,Сремска Митровица,Сремски управни округ,30,4,Српско-Енглески,Редовнo,ДА,НЕ,74.14,2
SMSMGA4R03S,Општи тип,Гимназија,08195242,Митровачка гимназија,Сремска Митровица,Сремска Митровица,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,73.54,4
SMSMGA4R04S,Природно - математички смер,Гимназија,08195242,Митровачка гимназија,Сремска Митровица,Сремска Митровица,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.78,13
SMSMSD3A28S,Месар,"Пољопривреда, производња и прерада хране",08112622,Прехрамбено-шумарска и хемијска школа,Сремска Митровица,Сремска Митровица,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,44.39,5
SMSMSD4A03S,Пољопривредни техничар,"Пољопривреда, производња и прерада хране",08112622,Прехрамбено-шумарска и хемијска школа,Сремска Митровица,Сремска Митровица,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52,19
SMSMSD4A10S,Прехрамбени техничар,"Пољопривреда, производња и прерада хране",08112622,Прехрамбено-шумарска и хемијска школа,Сремска Митровица,Сремска Митровица,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,57.37,24
SMSMSD3A19S,Цвећар - вртлар,"Пољопривреда, производња и прерада хране",08112622,Прехрамбено-шумарска и хемијска школа,Сремска Митровица,Сремска Митровица,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,45.02,9
SMSMSD4B15S,Техничар за обликовање намештаја и ентеријера,Шумарство и обрада дрвета,08112622,Прехрамбено-шумарска и хемијска школа,Сремска Митровица,Сремска Митровица,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,56.19,23
SMSMSD4B02S,Шумарски техничар,Шумарство и обрада дрвета,08112622,Прехрамбено-шумарска и хемијска школа,Сремска Митровица,Сремска Митровица,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,57.74,12
SMSMSE3D22S,Бравар - заваривач,Машинство и обрада метала,08061173,"Средња техничка школа ""Никола Тесла""",Сремска Митровица,Сремска Митровица,Сремски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,42.35,3
SMSMSE4D06S,Машински техничар за компјутерско конструисање,Машинство и обрада метала,08061173,"Средња техничка школа ""Никола Тесла""",Сремска Митровица,Сремска Митровица,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,55.41,4
SMSMSE3D50S,Оператер машинске обраде резањем,Машинство и обрада метала,08061173,"Средња техничка школа ""Никола Тесла""",Сремска Митровица,Сремска Митровица,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,46.27,9
SMSPGA4R03S,Општи тип,Гимназија,08228426,"Гимназија ""Бранко Радичевић""",Стара Пазова,Стара Пазова,Сремски управни округ,120,4,Српски,Редовнo,НЕ,НЕ,50.24,13
SMSPSB3K06S,Трговац,"Трговина, угоститељство и туризам",08170649,"Економско-трговинска школа ""Вук Караџић""",Стара Пазова,Стара Пазова,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,47.67,7
SMSPSC3D22S,Бравар - заваривач,Машинство и обрада метала,08170622,Техничка школа ,Стара Пазова,Стара Пазова,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,43.96,10
SMSPSC4D06S,Машински техничар за компјутерско конструисање,Машинство и обрада метала,08170622,Техничка школа ,Стара Пазова,Стара Пазова,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.53,7
SMSPSC3D36S,Механичар грејне и расхладне технике,Машинство и обрада метала,08170622,Техничка школа ,Стара Пазова,Стара Пазова,Сремски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,43.79,17
SMSPSC3D82S,Механичар моторних возила,Машинство и обрада метала,08170622,Техничка школа ,Стара Пазова,Стара Пазова,Сремски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,41.91,12
SMSPSC3D50S,Оператер машинске обраде резањем,Машинство и обрада метала,08170622,Техничка школа ,Стара Пазова,Стара Пазова,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,57.33,14
SMSPSC4D83S,Техничар за компјутерско управљање (CNC) машина,Машинство и обрада метала,08170622,Техничка школа ,Стара Пазова,Стара Пазова,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.61,2
SMSPSC4F32S,Техничар за графичку припрему,"Хемија, неметали и графичарство",08170622,Техничка школа ,Стара Пазова,Стара Пазова,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52.93,10
SMSIGA4R03S,Општи тип,Гимназија,08215618,"Гимназија ""Сава Шумановић""",Шид,Шид,Сремски управни округ,90,4,Српски,Редовнo,НЕ,НЕ,58.88,50
SMSISB4E08S,Електротехничар рачунара,Електротехника,08017263,"Техничка школа ""Никола Тесла""",Шид,Шид,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.79,2
SMSISB3D22S,Бравар - заваривач,Машинство и обрада метала,08017263,"Техничка школа ""Никола Тесла""",Шид,Шид,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,45.75,8
SMSISB3D82S,Механичар моторних возила,Машинство и обрада метала,08017263,"Техничка школа ""Никола Тесла""",Шид,Шид,Сремски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,43.04,3
SMSISB4A03S,Пољопривредни техничар,"Пољопривреда, производња и прерада хране",08017263,"Техничка школа ""Никола Тесла""",Шид,Шид,Сремски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.69,9
SMSISB3K06S,Трговац,"Трговина, угоститељство и туризам",08017263,"Техничка школа ""Никола Тесла""",Шид,Шид,Сремски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,45.72,24
TOBLMA3O21S,Здравствени неговатељ,Здравство и социјална заштита,07186908,Средња школа Блаце,Блаце,Блаце,Топлички управни округ,30,3,Српски,Редовнo,НЕ,НЕ,46.61,27
TOBLMA4A03S,Пољопривредни техничар,"Пољопривреда, производња и прерада хране",07186908,Средња школа Блаце,Блаце,Блаце,Топлички управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.54,10
TOZISA4L16S,Финансијско - рачуноводствени техничар,"Економија, право и администрација",07314124,Средња школа,Житорађа,Житорађа,Топлички управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52.86,13
TOZISA4D08S,Машински техничар моторних возила,Машинство и обрада метала,07314124,Средња школа,Житорађа,Житорађа,Топлички управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.55,3
TOZISA4A03S,Пољопривредни техничар,"Пољопривреда, производња и прерада хране",07314124,Средња школа,Житорађа,Житорађа,Топлички управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.07,24
TOKUGA4R01S,Друштвено - језички смер,Гимназија,17918109,Гимназија,Куршумлија,Куршумлија,Топлички управни округ,60,4,Српски,Редовнo,НЕ,НЕ,51.48,38
TOKUGA4R04S,Природно - математички смер,Гимназија,17918109,Гимназија,Куршумлија,Куршумлија,Топлички управни округ,30,4,Српски,Редовнo,НЕ,НЕ,70.76,8
TOKUSB4L01S,Економски техничар,"Економија, право и администрација",17918095,Економско-техничка школа,Куршумлија,Куршумлија,Топлички управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.5,10
TOKUSB4D06S,Машински техничар за компјутерско конструисање,Машинство и обрада метала,17918095,Економско-техничка школа,Куршумлија,Куршумлија,Топлички управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.22,17
TOKUSB3K07S,Конобар,"Трговина, угоститељство и туризам",17918095,Економско-техничка школа,Куршумлија,Куршумлија,Топлички управни округ,15,3,Српски,Редовнo,НЕ,НЕ,38.56,11
TOKUSB3K08S,Кувар,"Трговина, угоститељство и туризам",17918095,Економско-техничка школа,Куршумлија,Куршумлија,Топлички управни округ,15,3,Српски,Редовнo,НЕ,НЕ,41.16,9
TOKUSB4K03S,Кулинарски техничар,"Трговина, угоститељство и туризам",17918095,Економско-техничка школа,Куршумлија,Куршумлија,Топлички управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.53,23
TOPRGA4R01S,Друштвено - језички смер,Гимназија,07271344,Гимназија,Прокупље,Прокупље,Топлички управни округ,90,4,Српски,Редовнo,НЕ,НЕ,50.22,51
TOPRGA4R04S,Природно - математички смер,Гимназија,07271344,Гимназија,Прокупље,Прокупље,Топлички управни округ,60,4,Српски,Редовнo,НЕ,НЕ,66.51,15
TOPRGA4R31S,Ученици са посебним способностима за рачунарство и информатику,Гимназија,07271344,Гимназија,Прокупље,Прокупље,Топлички управни округ,20,4,Српски,Редовнo,ДА,НЕ,209.45,1
TOPRSD4A07S,Ветеринарски техничар,"Пољопривреда, производња и прерада хране",07271328,"Пољопривредна школа ""Радош Јовановић Сеља""",Прокупље,Прокупље,Топлички управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.16,14
TOPRSD3A31S,Оператер у прехрамбеној индустрији,"Пољопривреда, производња и прерада хране",07271328,"Пољопривредна школа ""Радош Јовановић Сеља""",Прокупље,Прокупље,Топлички управни округ,15,3,Српски,Редовнo,НЕ,НЕ,,15
TOPRSD3A23S,Пекар,"Пољопривреда, производња и прерада хране",07271328,"Пољопривредна школа ""Радош Јовановић Сеља""",Прокупље,Прокупље,Топлички управни округ,15,3,Српски,Редовнo,НЕ,НЕ,36.39,2
TOPRSD4A03S,Пољопривредни техничар,"Пољопривреда, производња и прерада хране",07271328,"Пољопривредна школа ""Радош Јовановић Сеља""",Прокупље,Прокупље,Топлички управни округ,30,4,Српски,Редовнo,НЕ,НЕ,53.21,20
TOPRSD3A15S,Руковалац - механичар пољопривредне технике,"Пољопривреда, производња и прерада хране",07271328,"Пољопривредна школа ""Радош Јовановић Сеља""",Прокупље,Прокупље,Топлички управни округ,15,3,Српски,Редовнo,НЕ,НЕ,37.4,1
TOPRSD3A19S,Цвећар - вртлар,"Пољопривреда, производња и прерада хране",07271328,"Пољопривредна школа ""Радош Јовановић Сеља""",Прокупље,Прокупље,Топлички управни округ,15,3,Српски,Редовнo,НЕ,НЕ,41.55,12
TOPRSC3E50S,Сервисер термичких и расхладних уређаја,Електротехника,07271310,"Техничка школа ""15. мај""",Прокупље,Прокупље,Топлички управни округ,15,3,Српски,Редовнo,НЕ,НЕ,42.18,1
TOPRSC4G12S,Техничар моделар одеће,Текстилство и кожарство,07271310,"Техничка школа ""15. мај""",Прокупље,Прокупље,Топлички управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.6,5
SUARGA4R04S,Природно - математички смер,Гимназија,07351160,"Гимназија ""Милош Савковић""",Аранђеловац,Аранђеловац,Шумадијски управни округ,60,4,Српски,Редовнo,НЕ,НЕ,70.27,20
SUARSC3E19S,Електричар,Електротехника,07351194,"Техничка школа ""Милета Николић""",Аранђеловац,Аранђеловац,Шумадијски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,39.38,21
SUARSC3D22S,Бравар - заваривач,Машинство и обрада метала,07351194,"Техничка школа ""Милета Николић""",Аранђеловац,Аранђеловац,Шумадијски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,41.51,6
SUARSC3D23S,Индустријски механичар,Машинство и обрада метала,07351194,"Техничка школа ""Милета Николић""",Аранђеловац,Аранђеловац,Шумадијски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,,12
SUARSC3D50S,Оператер машинске обраде резањем,Машинство и обрада метала,07351194,"Техничка школа ""Милета Николић""",Аранђеловац,Аранђеловац,Шумадијски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,41.45,11
SUARSC4F34S,Техничар за заштиту животне средине,"Хемија, неметали и графичарство",07351194,"Техничка школа ""Милета Николић""",Аранђеловац,Аранђеловац,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52.58,13
SUARSC4F35S,Техничар за хемијску и фармацеутску технологију,"Хемија, неметали и графичарство",07351194,"Техничка школа ""Милета Николић""",Аранђеловац,Аранђеловац,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,55.24,4
SUBAMA4L15S,Службеник у банкарству и осигурању,"Економија, право и администрација",07199554,"Средња школа ""Никола Тесла""",Баточина,Баточина,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.35,10
SUBAMA4L06S,Техничар заштите од пожара,"Економија, право и администрација",07199554,"Средња школа ""Никола Тесла""",Баточина,Баточина,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.09,8
SUBAMA3D22S,Бравар - заваривач,Машинство и обрада метала,07199554,"Средња школа ""Никола Тесла""",Баточина,Баточина,Шумадијски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,43.64,12
SUKNSA4L01S,Економски техничар,"Економија, право и администрација",07124686,"Средња школа ""Добрица Ерић""",Кнић,Кнић,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,58.98,7
SUKNSA3D22S,Бравар - заваривач,Машинство и обрада метала,07124686,"Средња школа ""Добрица Ерић""",Кнић,Кнић,Шумадијски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,64.13,14
SUKNSA4D06S,Машински техничар за компјутерско конструисање,Машинство и обрада метала,07124686,"Средња школа ""Добрица Ерић""",Кнић,Кнић,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.16,17
SUKNSA3D50S,Оператер машинске обраде резањем,Машинство и обрада метала,07124686,"Средња школа ""Добрица Ерић""",Кнић,Кнић,Шумадијски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,45.15,13
SUKGGB4R10S,Ученици са посебним способностима за филолошке науке - енглески језик (језик наставе српски),Гимназија,07668104,Друга крагујевачка гимназија,Крагујевац,Крагујевац,Шумадијски управни округ,24,4,Српски,Редовнo,ДА,НЕ,210.72,3
SUKGGA4R19S,Ученици са посебним способностима за математику,Гимназија,07151292,Прва крагујевачка гимназија,Крагујевац,Крагујевац,Шумадијски управни округ,20,4,Српски,Редовнo,ДА,НЕ,210.43,10
SUKGSG3H16S,Керамичар - терацер - пећар,Геодезија и грађевинарство,07151306,Прва техничка школа,Крагујевац,Крагујевац,Шумадијски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,55.23,14
SUKGSG3H24S,Монтер суве градње,Геодезија и грађевинарство,07151306,Прва техничка школа,Крагујевац,Крагујевац,Шумадијски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,55.74,8
SUKGSE3D22S,Бравар - заваривач,Машинство и обрада метала,17918036,Средња стручна школа,Крагујевац,Крагујевац,Шумадијски управни округ,60,3,Српски,Редовнo,НЕ,НЕ,43.16,39
SUKGSE3D50S,Оператер машинске обраде резањем,Машинство и обрада метала,17918036,Средња стручна школа,Крагујевац,Крагујевац,Шумадијски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,41.35,16
SUKGSE4D96S,Техничар за дизајн у машинству,Машинство и обрада метала,17918036,Средња стручна школа,Крагујевац,Крагујевац,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,53.89,25
SUKGSE3B20S,Оператер за израду намештајa,Шумарство и обрада дрвета,17918036,Средња стручна школа,Крагујевац,Крагујевац,Шумадијски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,47.27,21
SUKGSC4G20S,Техничар дизајна одеће,Текстилство и кожарство,07151250,"Трговинско-угоститељска школа ""Тоза Драговић""",Крагујевац,Крагујевац,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52.02,23
SUKGSC3K07S,Конобар,"Трговина, угоститељство и туризам",07151250,"Трговинско-угоститељска школа ""Тоза Драговић""",Крагујевац,Крагујевац,Шумадијски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,42.16,12
SUKGSC3K08S,Кувар,"Трговина, угоститељство и туризам",07151250,"Трговинско-угоститељска школа ""Тоза Драговић""",Крагујевац,Крагујевац,Шумадијски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,43.05,1
SUKGSC3K13S,Посластичар,"Трговина, угоститељство и туризам",07151250,"Трговинско-угоститељска школа ""Тоза Драговић""",Крагујевац,Крагујевац,Шумадијски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,49.27,12
SUKGSC3K06S,Трговац,"Трговина, угоститељство и туризам",07151250,"Трговинско-угоститељска школа ""Тоза Драговић""",Крагујевац,Крагујевац,Шумадијски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,42.46,21
SUKGSC4K16S,Туристички техничар,"Трговина, угоститељство и туризам",07151250,"Трговинско-угоститељска школа ""Тоза Драговић""",Крагујевац,Крагујевац,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,53.14,1
